,Unnamed: 0,CellID,ClusterID,EventID,file_prefix,Region,TMA_AB,TMA_12,Index in File,groups,patients,spots,CD44 - stroma:Cyc_2_ch_2,FOXP3 - regulatory T cells:Cyc_2_ch_3,CD8 - cytotoxic T cells:Cyc_3_ch_2,p53 - tumor suppressor:Cyc_3_ch_3,GATA3 - Th2 helper T cells:Cyc_3_ch_4,CD45 - hematopoietic cells:Cyc_4_ch_2,T-bet - Th1 cells:Cyc_4_ch_3,beta-catenin - Wnt signaling:Cyc_4_ch_4,HLA-DR - MHC-II:Cyc_5_ch_2,PD-L1 - checkpoint:Cyc_5_ch_3,Ki67 - proliferation:Cyc_5_ch_4,CD45RA - naive T cells:Cyc_6_ch_2,CD4 - T helper cells:Cyc_6_ch_3,CD21 - DCs:Cyc_6_ch_4,MUC-1 - epithelia:Cyc_7_ch_2,CD30 - costimulator:Cyc_7_ch_3,CD2 - T cells:Cyc_7_ch_4,Vimentin - cytoplasm:Cyc_8_ch_2,CD20 - B cells:Cyc_8_ch_3,LAG-3 - checkpoint:Cyc_8_ch_4,Na-K-ATPase - membranes:Cyc_9_ch_2,CD5 - T cells:Cyc_9_ch_3,IDO-1 - metabolism:Cyc_9_ch_4,Cytokeratin - epithelia:Cyc_10_ch_2,CD11b - macrophages:Cyc_10_ch_3,CD56 - NK cells:Cyc_10_ch_4,aSMA - smooth muscle:Cyc_11_ch_2,BCL-2 - apoptosis:Cyc_11_ch_3,CD25 - IL-2 Ra:Cyc_11_ch_4,CD11c - DCs:Cyc_12_ch_3,PD-1 - checkpoint:Cyc_12_ch_4,Granzyme B - cytotoxicity:Cyc_13_ch_2,EGFR - signaling:Cyc_13_ch_3,VISTA - costimulator:Cyc_13_ch_4,CD15 - granulocytes:Cyc_14_ch_2,ICOS - costimulator:Cyc_14_ch_4,Synaptophysin - neuroendocrine:Cyc_15_ch_3,GFAP - nerves:Cyc_16_ch_2,CD7 - T cells:Cyc_16_ch_3,CD3 - T cells:Cyc_16_ch_4,Chromogranin A - neuroendocrine:Cyc_17_ch_2,CD163 - macrophages:Cyc_17_ch_3,CD45RO - memory cells:Cyc_18_ch_3,CD68 - macrophages:Cyc_18_ch_4,CD31 - vasculature:Cyc_19_ch_3,Podoplanin - lymphatics:Cyc_19_ch_4,CD34 - vasculature:Cyc_20_ch_3,CD38 - multifunctional:Cyc_20_ch_4,CD138 - plasma cells:Cyc_21_ch_3,cell_id:cell_id,tile_nr:tile_nr,x,y,X_withinTile:X_withinTile,Y_withinTile:Y_withinTile,Z:Z,size:size,HOECHST1:Cyc_1_ch_1,CDX2 - intestinal epithelia:Cyc_2_ch_4,Collagen IV - bas. memb.:Cyc_12_ch_2,CD194 - CCR4 chemokine R:Cyc_14_ch_3,MMP9 - matrix metalloproteinase:Cyc_15_ch_2,CD71 - transferrin R:Cyc_15_ch_4,CD57 - NK cells:Cyc_17_ch_4,MMP12 - matrix metalloproteinase:Cyc_21_ch_4,DRAQ5:Cyc_23_ch_4,Profile_Homogeneity:Fiter1,ClusterSize,cell_type,neighborhood10,CD4+ICOS+,CD4+Ki67+,CD4+PD-1+,CD68+CD163+ICOS+,CD68+CD163+Ki67+,CD68+CD163+PD-1+,CD68+ICOS+,CD68+Ki67+,CD68+PD-1+,CD8+ICOS+,CD8+Ki67+,CD8+PD-1+,Treg-ICOS+,Treg-Ki67+,Treg-PD-1+,neighborhood number final,neighborhood name
189545,189545,189545,10675,173639,reg043_B,reg043,B,2,891,2,22,43_B,289.913208,389.9913025,38.82686996,1333.257202,60.21349716,0.300894797,869.0070801,3839.326416,0.468048781,0.0,8.358929633999999,1.721206665,0.0,41.69526672,0.683212936,5.522517681,72.65924072,9.071734428,0.0,66.06394196,8.883227348,1933.112427,394.8365784,2.668758631,1635.036499,668.1644897000001,0.177186444,7.683366776000001,400.1044617,3.120285749,350.0592651,0.0,1863.523804,223.8143768,0.0,6.9505777360000005,0.120699309,2.372615576,0.024079064,48.77159119,0.0,0.0,102.3855362,174.3354645,0.0,3.249746799,0.0,102.3093033,0.0,2214,43,55,34,805,1034,8,3487,1073.698486,565.126709,0.14040941,5991.720703,0.011798442,3393.787354,31.44644928,10.06992149,1108.12207,5.530586242999999,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189547,189547,189547,10675,173641,reg043_B,reg043,B,2,893,2,22,43_B,332.3885498,157.8235779,22.82415771,534.2191161999999,47.93759537,0.0,64.08524323,1765.0766600000002,0.0,0.0,0.0,0.0,0.0,34.22386169,0.0,0.0,54.30006409,68.92570496,0.0,42.88734436,22.26891708,0.0,174.7053528,0.0,324.0572205,311.1240234,0.0,0.0,62.41507339,4.476931572,142.2534332,0.0,218.6134491,104.1446304,0.252776414,2.923021555,0.0,0.0,0.0,28.24807167,0.0,49.09166336,7.090565681,304.63211060000003,0.7412511709999999,1.44304657,10.04929352,53.13241959,0.0,2219,43,52,193,802,1193,9,8698,1737.3017579999998,404.478241,0.0,1210.325317,0.0,1567.537476,9.849227905,4.721004486,1728.100464,5.07131958,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189554,189554,189554,10675,173648,reg043_B,reg043,B,2,900,2,22,43_B,351.37554930000005,505.408783,185.5644836,1649.502075,57.37530518,0.368804961,1017.134399,2873.763672,0.313588172,23.23319817,106.8902817,17.46809578,8.897245407,36.40341187,1.5283458230000002,23.66088676,58.8724556,14.66795826,0.0,55.05450821,0.0,2291.604248,315.0406799,0.934918106,1936.490356,546.6502075,0.0,7.669689655,212.89350890000003,66.84918976,302.2483215,0.0,1893.055298,188.8287964,0.0,5.686516762,1.35821259,2.814451694,0.039736938,48.32909775,0.0,8.655422211,772.0606688999999,188.4809265,0.0,4.331830978,0.179419279,88.04499817,0.0,2236,43,69,49,819,1049,14,3651,235.2512817,536.8771362000001,0.091799714,4906.657715,0.011566638,2497.67627,34.30156708,10.17956543,894.0690917999999,5.375838757,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189558,189558,189558,10675,173653,reg043_B,reg043,B,2,905,2,22,43_B,736.2313232000001,770.760437,584.4279785,1874.794312,55.67223739999999,0.0,1288.5115970000002,1989.011108,0.0,169.41708369999998,0.0,99.26883698,168.1909332,39.45595551,0.0,132.2705994,58.37301254,0.0,0.0,51.66875076,0.0,1357.3790279999998,212.1055603,0.0,1581.723022,405.10958860000005,0.0,0.0,138.0361481,22.47181702,198.9859161,0.0,1855.502441,154.2644043,0.0,4.515594959,0.0,0.0,0.0,44.36465454,0.0,49.75844955,1421.629883,258.39556880000004,0.0,4.438930988,0.0,90.66971588,0.0,2241,43,63,107,813,1107,14,2004,190.3033142,363.887207,0.0,2697.77124,0.0,1768.509155,38.47763443,12.84951401,849.6627808000001,6.0549016,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189562,189562,189562,10675,173657,reg043_B,reg043,B,2,909,2,22,43_B,579.463501,678.1553345,509.9034729,2360.684082,47.68801117,0.548388898,1253.467529,2437.30249,1.25671649,202.3013763,0.0,166.78698730000002,195.47619630000003,37.84742737,3.722799063,126.8924255,56.36301422,57.90882874,0.024362909,53.54401016,2.157530069,1434.51123,222.2591248,0.0,1683.003296,451.9960022,0.3553504939999999,24.79001427,137.11225890000003,62.36370087,240.8351746,0.006292955,1850.899414,167.2276764,0.04429533,3.968273401,0.798074782,7.284996986,0.340203971,42.70154953,0.000292,7.307908535,946.4701538,190.6963959,0.0,4.208281517,4.652365685,105.5847549,0.017810673,2248,43,69,99,819,1099,12,1292,882.7114257999999,472.6297913,0.806592345,3023.497803,0.280604988,1866.963501,28.35227585,7.725888728999999,1249.654053,6.0953321460000005,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189572,189572,189572,10675,173668,reg043_B,reg043,B,2,920,2,22,43_B,325.4577637,520.5363769999999,220.2505951,1587.594971,70.07060242,0.347994983,1066.501709,3882.432129,0.0524080279999999,78.00121307,55.93073654,39.7166214,79.3008728,34.39953232,6.067198277,25.74909782,71.20465851,5.203861713,0.09162692,68.32761383,2.996035337,1823.4104,454.682312,3.191130877,2181.977783,993.6685791,0.879738688,0.784967482,572.0279541,0.0,398.9331055,0.0233849979999999,2304.812988,275.3062744,0.426726192,2.18611455,0.451476425,1.893267274,0.278301984,52.63611221,0.022369962,5.792004108,333.1421204,355.75003050000004,0.0,1.249330521,0.0,105.3118591,0.053489707,2271,43,86,38,836,1038,7,18473,3202.683838,542.7676392000001,0.592075765,6908.413086,0.447683096,3529.066162,34.54074478,3.02564168,2844.77417,5.180786133,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189584,189584,189584,10675,173682,reg043_B,reg043,B,2,934,2,22,43_B,247.5453644,276.9568787,149.36518859999998,900.6273804,40.75936127,16.29596329,453.7256775,2579.022949,12.32383347,53.80448532,0.0,94.89865112,66.37789917,33.4760437,0.0,81.8640976,52.26704025,0.0,0.137458906,49.82799911,9.972618103,1602.873047,345.1831665,54.21669006,1053.59668,522.0774536,6.180384636,34.91244125,220.3963165,71.22854614,257.8598022,0.040511437,1290.243652,218.0079498,0.036127329,6.0823469160000005,3.4310672280000003,40.35115051,1.566748857,44.26408005,0.046335824,0.0,0.0,0.0,0.0,3.591294289,0.0,74.71199799,0.103263237,2307,43,81,171,831,1171,8,11822,1226.916748,350.5880432,5.329286098,3516.8164060000004,1.699111462,3199.08667,29.982351300000005,10.5809288,1285.002075,4.742092609,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189587,189587,189587,10675,173685,reg043_B,reg043,B,2,937,2,22,43_B,238.0367889,294.5856934,104.5243149,1180.864136,53.37153244,0.0,580.8681641,2369.819824,0.0,19.05508614,365.8045959,5.961679459,4.39418602,38.03275299,0.0,0.0,55.12268066,0.0,0.0,50.71705627,0.317113042,1344.996216,228.9284668,0.0,1039.055542,406.4353333,0.0928316709999999,0.0,149.0758362,6.304282187999999,243.0985565,0.0,1098.114624,163.8476868,0.0253872999999999,5.80944109,0.0,0.0,0.0,42.09600449,0.000491,0.0,0.0,76.87656403,7.93005085,3.017525673,2.683260441,67.62954712,0.0,2313,43,77,80,827,1080,8,15190,1375.52771,475.5137329,0.0,3437.897705,0.0,2206.783691,26.06571198,7.98773098,1443.994263,4.445965767,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189595,189595,189595,10675,173693,reg043_B,reg043,B,2,945,2,22,43_B,522.7756958000001,596.0095825,154.5935669,2526.2502440000003,78.44661713,0.0,1069.120239,3026.518799,0.0,77.61713409,18.90005112,72.84114075,48.24856567,44.98923111,626.8135986000001,0.0,69.05141449,60.80843353,0.0,72.40811157,1.541602254,1191.338257,297.11923219999994,0.0,1545.776001,1000.256104,0.0,10.41757393,458.7105713,15.15758038,291.4930725,0.0,1931.728394,243.3453369,0.125970736,5.099291325,0.0,13.6028204,0.0,59.08032227,0.0,0.0,140.0247192,165.2253876,3.42357254,3.1948959830000003,22.74578857,74.276474,0.0,2331,43,92,184,842,1184,8,1691,1106.670776,650.4243774,0.0,2940.175049,0.0,1497.494141,32.33730698,8.17759037,1444.602661,5.960148335,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189601,189601,189601,10675,173699,reg043_B,reg043,B,2,951,2,22,43_B,737.3482666,718.2497559,573.0709228999999,2151.48999,62.38929749,0.0,1385.505737,2302.90918,0.0,157.9914398,0.0,94.27609253,127.2661438,35.67351532,0.0,3.48906827,57.41189575,238.8946533,0.0,47.80878448,0.0,1072.668335,190.7648926,0.0,1802.071899,537.9426269999999,0.0,0.0,141.3257294,0.0,234.9658966,0.0,1892.63208,168.51564030000003,0.127287045,0.057969388,0.0,0.0,0.0,36.76272583,0.0,5.544426917999999,1040.257446,469.026062,0.0054984759999999,0.0,71.88172913,82.48152924,0.0,2346,43,97,176,847,1176,14,7984,724.192749,487.6357727,0.0,2985.48877,0.0,1785.840454,23.67835999,1.174559116,1157.516724,5.347165585,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189604,189604,189604,10675,173702,reg043_B,reg043,B,2,954,2,22,43_B,193.591156,277.43249510000004,66.45432281,1329.649902,41.05817032,0.0,711.2924194,1942.59082,0.0,0.0,409.7540283,0.0,0.0,33.04606628,0.0,0.0,50.527305600000005,0.0,0.0,44.65037537,0.0,1321.145508,175.55418400000002,0.0,1210.324341,298.6249084,0.0,0.0,71.79522705,69.62584686,196.56633,0.0,1227.302734,152.9511108,0.0,4.912636757,0.0,0.0,0.0,39.89376068,0.0,0.0,224.7798615,134.5640411,4.745031834,2.5921115880000003,0.0,67.66773224,0.0,2351,43,96,52,846,1052,10,2134,364.5552673,480.66922,0.0,2738.956787,0.0,1528.131836,18.93941498,6.317708015,762.5068359,5.850618839,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189605,189605,189605,10675,173703,reg043_B,reg043,B,2,955,2,22,43_B,1173.017334,1152.018677,1139.988159,2669.897705,90.98365784,6.8128132820000005,1960.510132,3291.621094,4.598202705,536.6792603,168.3576202,535.4934082,504.2550964,58.54353714,84.38626862,383.3495789,93.61578369,307.657196,0.0,84.98896027,4.65755415,1588.758179,325.5275879,48.23314667,2606.810547,721.8712768999999,10.55990505,144.0809479,243.5344391,231.793335,383.4352722,0.0,2951.567627,255.92152400000003,1.419098973,9.331907272,0.376536429,130.96606450000002,0.0,76.85586548,0.001695855,42.50915909,817.4584351,209.854538,0.0,5.93043375,69.11322784,138.690155,0.0,2354,43,107,55,857,1055,14,4919,1651.26062,682.1643677000001,2.055879593,5399.051758,0.0,2849.010254,48.38511658,13.02473354,1997.694824,6.122848511,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189612,189612,189612,10675,173710,reg043_B,reg043,B,2,962,2,22,43_B,206.452713,279.0136719,78.78826904,929.6479492,46.37027359,0.0,543.2033691,1800.778564,0.0,29.60955811,437.2841492,10.38530445,22.91514587,42.22792435,0.0,31.17270088,48.62363052,0.0,0.155340284,45.16733932,5.362392902,796.7410888999999,136.4927216,0.0,954.9077148,366.9887085,0.0,0.0,229.4892731,4.598823071,181.1900787,0.039769951,1051.094482,138.28521730000003,0.122043796,4.307225704,0.383409083,0.0,0.393959314,37.19740677,0.005111551,0.0,0.0,88.86562347,0.0,4.5009093280000005,0.0,58.00388718,0.091059566,2368,43,105,70,855,1070,8,8182,620.4371338,367.4362793,0.0,3187.92334,0.7304651740000001,1505.370117,12.46032238,6.03055191,856.6725464,4.434719086,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189613,189613,189613,10675,173711,reg043_B,reg043,B,2,963,2,22,43_B,1110.930176,1142.729736,633.5164185,1677.757446,94.24788666,0.0,1379.5,2279.574951,0.0,403.3934326,0.0,261.4157104,390.1668701,85.55101013,0.0,236.7484436,101.4493027,4.923662663,0.0,95.90213776,1.37853229,611.5715332000001,254.1120758,0.0,1965.553345,557.4452514999999,0.0,111.8352203,226.2845917,256.7533264,275.4676208,0.0,2061.069092,222.4632111,0.0,29.1742878,0.0,0.0,0.0,83.06082153,0.0,0.0,0.0,167.0503387,0.0,18.99696732,133.7864532,156.5252838,0.0,2371,43,106,113,856,1113,7,1487,336.2784119,428.0488281,0.0,4111.963867,0.0,2657.662842,38.58616638,35.77015686,910.6234131,5.80448103,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189634,189634,189634,10675,173737,reg043_B,reg043,B,2,989,2,22,43_B,819.3950806,673.3499146,559.3046264999999,853.4804687999999,64.78967285,0.783449471,1037.22168,1940.889648,3.042467117,162.5316925,2.235192299,209.3901978,154.5984497,44.46067047,0.0,103.5219879,60.37583542,647.9530639999999,0.0,47.6955986,0.61913383,872.4463501,171.4958649,0.0,1537.867065,435.5433655000001,0.630835116,44.19391632,76.51940918,63.06394196,216.606842,0.0,1503.581177,145.772995,0.0,5.075376511,0.0,36.0143013,0.549607098,44.25017548,0.0,77.04570770000001,731.8572998,837.6491089,7.433051109,5.174592972,83.15516663,103.5042038,0.0,2423,43,117,163,867,1163,8,6133,531.3682251,214.3457947,0.0,3414.540527,0.0,1785.3895260000002,24.21881866,11.53718948,940.5390015,5.44005394,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189652,189652,189652,10675,173763,reg043_B,reg043,B,2,1015,2,22,43_B,492.276947,498.3046875,130.0776062,885.4703979000001,57.03939056,0.0,633.8007202,3431.273438,0.0,36.50223541,0.0,44.6163826,34.04472351,32.26894379,0.0,1.175255895,54.37006378,56.54139709,0.0,48.09241867,0.0,1337.516602,311.8942566,0.0,2491.351807,984.9946899,0.0,0.0,359.70550539999994,0.0,316.76516719999995,0.0,1486.532715,269.9260254,0.0,2.463274717,0.0,0.0,0.0,34.77536774,0.0,0.0,29.16555786,188.1061401,49.86668777,0.48036626,0.0,93.68123627,0.0,2488,43,145,102,895,1102,7,732,276.6728516,515.1589355000001,0.0,4156.960938,0.0,3307.660889,11.20174694,3.096394539,924.3110962,5.449351788,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189683,189683,189683,10675,173801,reg043_B,reg043,B,2,1053,2,22,43_B,744.2866211,576.565979,643.0974731000001,1522.317139,86.54528809,11.37215519,763.6746216,873.6601562999999,38.90032196,468.8614502,39.59499741,350.2221985,408.8849182,77.39479828,160.2116852,425.4837341,94.0112915,373.9720764,0.0,84.58547211,17.55521965,0.0,45.05819702,0.0,612.3442993,234.259903,0.0,203.0495605,458.8585205,543.0887451,149.87988280000002,0.0,780.756897,112.192543,0.0,19.76519585,18.14375496,175.9190521,10.53386784,65.0383606,0.0,73.65349579,0.0,0.0,2.338724613,17.52909851,212.5828857,137.4323425,0.0,2568,43,172,51,922,1051,8,857,421.1887206999999,145.1154327,5.765639782,244.8405457,2.621972561,1320.23645,28.59828949,32.34526825,767.7478027000001,6.545955181,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189693,189693,189693,10675,173812,reg043_B,reg043,B,2,1064,2,22,43_B,74.23571777,168.0632477,0.0,1547.578125,45.56614304,0.0,384.1130066,3673.199951,0.0,0.0,0.0,0.0,0.0,17.40848351,0.0,0.0,32.59433365,0.0,0.0,32.68506622,0.0,2234.940918,426.8292847,0.0,1842.379028,723.4650268999999,0.0,0.0,1424.110107,0.0,301.5870361,0.0,1573.9165039999998,249.8252716,0.0,0.0,0.0,0.0,0.0,22.28388405,0.0,12.81978703,31.53513145,499.3508606,0.040805764,0.0,0.0,56.38377762,0.0,2587,43,170,16,920,1016,10,15372,1226.119263,468.0092773,0.0,3538.5214840000003,0.0,2997.160645,22.42153168,0.0,1314.357788,4.457140923,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189694,189694,189694,10675,173813,reg043_B,reg043,B,2,1065,2,22,43_B,1124.592529,1187.432007,1073.69519,2251.538818,92.60930634,0.0,1803.953979,2764.131104,0.0,475.6781006,4.1886901860000005,497.0314331,437.49371339999993,58.20338058,0.0,221.1305847,73.59552765,617.241394,0.0,76.30838013,0.0,1572.3942869999998,343.2875671,82.11666107,2701.989502,569.4224853999999,0.0,52.55786133,117.491478,142.2984467,319.9653015,0.0,2927.084473,266.1142578,5.17765522,8.200408936,0.0,42.43478012,0.835740328,59.66381454,0.009053953,0.0,852.8878174,288.8648682,29.33204842,6.193999767,305.9494324,83.77920532,0.0,2589,43,170,126,920,1126,12,3834,573.8151245,445.2175293000001,0.0,3853.639404,0.0,2395.069824,42.53368759,14.11055756,869.7485352,6.030677795,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189699,189699,189699,10675,173820,reg043_B,reg043,B,2,1072,2,22,43_B,1565.687622,1270.168091,1156.609375,1217.473145,79.44739532,238.3025055,1221.139282,1290.637451,199.4344482,603.3067627,24.63829613,812.9094238,635.9963379,85.23596191,477.9604492,479.4489136,83.59118652,851.8400268999999,9.605986595,66.60179138,77.87499237,428.0498047,116.3857956,59.31270218,2404.996582,617.7449341,204.486618,368.0133667,820.237915,587.3527222,137.1259155,2.206334591,955.5596924,125.8249893,384.3363342,24.05697823,82.11722565,357.9856873,46.31190109,60.1061554,0.2345312389999999,343.3055725,710.5039062999999,482.2934875,9.798399925,20.81997299,345.8191833,83.33098602,5.383395672000001,2603,43,179,65,929,1065,10,2500,640.6274414,211.7012939,147.69017030000003,1080.254517,42.51632309,1338.884277,25.38109779,29.38672638,833.9931641,6.84891367,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189701,189701,189701,10675,173822,reg043_B,reg043,B,2,1074,2,22,43_B,958.5363159,640.8095093,420.9377747,1006.185181,68.24027252,0.0,562.9060059,1310.621948,74.91675568,88.71974182,1.5421537159999998,141.33522030000003,70.10871887,53.62390518,0.0,67.39739227,57.22200394,188.3836975,0.0,21.41464615,0.126280114,54.14176941,79.8551178,0.0,521.3027344,197.0798798,0.0,0.590519726,32.96577835,67.96902466,132.371994,0.0,298.7885437,55.25156784,0.0,6.371259689,0.0,0.0,0.0,28.42181015,0.0,171.4849701,108.3999634,501.2669067,1.409251332,7.162097931,4.545669556,70.32125092,0.0,2607,43,175,196,925,1196,10,3052,660.0141602000001,167.91287230000003,0.0,778.5490112000001,0.0,1021.620361,3.2987051010000004,11.20706463,945.7406616,5.8137412070000005,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189702,189702,189702,10675,173824,reg043_B,reg043,B,2,1076,2,22,43_B,640.2459717,252.9804688,345.4154358,807.0187988,47.81240082,0.0,350.9541626,1132.561157,0.1165990309999999,71.45570374,1.047155619,112.8485565,161.6186829,40.28100204,0.0,32.61709976,72.91017151,184.406662,0.021078639,49.32577133,0.171146855,0.0,66.91214752,0.0,428.3962402,316.91635130000003,0.0,54.55762482,80.36519623,63.82722473,143.8500519,0.006148591,139.18571469999998,124.324173,0.0,3.4825038910000004,0.0,1.169982791,0.0,77.98705292,0.0,196.0496674,0.0,140.4059143,0.0,2.2394740580000003,0.0,166.73539730000002,0.01144749,2610,43,185,123,935,1123,10,11711,1188.6936039999998,197.549469,0.0,511.6613464,0.0,1094.25415,4.210610867,6.444349766,1452.574341,4.528953552,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189705,189705,189705,10675,173828,reg043_B,reg043,B,2,1080,2,22,43_B,55.57664108,168.32772830000002,0.0,1022.72052,25.00941086,4.599255085,372.8746033000001,3314.057129,0.0,0.0,16.07128334,0.0,0.0,14.52801228,0.0,0.0,42.62569809,0.0,0.902602911,31.7953167,0.0,3937.667725,369.9124451,6.311649322999999,1532.752441,749.2696533,18.73721695,0.0,1831.243164,0.0,280.3897705,0.373061985,654.1887207000001,198.4541626,35.03457642,0.0,0.0,0.0,0.0,22.28407097,0.947597623,0.0,747.9746094,411.4829407,3.000141144,0.0,0.0,44.51066208,0.73827213,2621,43,163,31,913,1031,10,1501,1281.5900880000002,624.9616089,4.884827614,3063.6645510000003,1.6393618580000002,3200.231689,16.36518669,0.0,1129.17041,5.792986393,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189707,189707,189707,10675,173831,reg043_B,reg043,B,2,1083,2,22,43_B,519.1364746,458.657074,347.97671510000004,1679.542725,69.9556427,4.297530173999999,923.3493652,1748.46228,3.079704285,135.7870026,3.474829435,162.9364929,139.2839966,50.38274384,14.60132504,89.35519409,67.35163116,107.8852997,0.018974539,57.15491486,0.395675629,985.7520752,258.2839966,118.1454239,1288.057373,337.6437378,2.217908144,49.81934357,382.2633667,74.91628265,239.3942413,0.044496045,1306.730835,240.9369049,0.0,6.400450706,0.92109406,41.18480682,2.354339361,33.57730865,0.012320348,26.90896988,137.0898132,112.97399140000002,1.269652128,4.333257198,16.58953476,73.02765656,0.02031146,2627,43,191,161,941,1161,8,9374,1056.14978,289.3152771,0.715879261,1178.827637,0.134733692,1962.27356,37.10908508,8.78288269,1348.861938,5.099022388,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189731,189731,189731,10675,173863,reg043_B,reg043,B,2,1115,2,22,43_B,585.7720947,377.0947571,1055.275391,815.5394897000001,65.55619812,32.84170151,416.3330688,1341.216919,37.12849045,309.6737976,1.185910225,322.4535522,299.1434021,63.99217224,64.29271698,116.4443512,83.36479187,394.1262512,0.085319743,79.34980011,0.0,33.30657196,131.1331482,0.0,1582.189453,678.5778809,0.0,122.6457825,2472.272217,555.3004761,216.588562,0.0,648.2188721,221.3706665,57.64086533,8.079456329,3.987297058,79.23226166,1.333144665,365.85784910000007,0.0,711.5647583,162.8153381,988.4113159,26.47912979,6.840162754,164.2154846,130.2333832,0.046066359,2680,43,203,34,953,1034,10,4120,801.5101929,110.12529750000002,0.0,912.7314453,0.0,1457.493774,10.03106213,8.66823101,1036.456665,6.072692394,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189796,189796,189796,10675,173940,reg043_B,reg043,B,2,1192,2,22,43_B,577.0127562999999,426.1967773,613.7904053,848.454895,40.84704208,48.92823029,610.3025512999999,686.7648315,70.46198273,267.7567139,3.0596699710000004,347.5559998,225.4187469,46.40830231,80.7444458,195.6460571,55.35051346,346.9285889,0.662424803,46.95289993,3.05766201,467.9972839,260.1183472,227.6245728,1497.727295,246.74183650000003,42.94835663,144.0227051,858.2930908,349.7991333,186.6581726,0.931967497,1448.851807,217.1094818,87.30962372,10.49452686,24.52190018,187.1659393,13.62263107,50.32156372,0.0,0.0,0.0,0.0,0.0,8.199580193,109.9545212,68.85469818,0.506124437,2817,43,234,8,984,1008,10,1039,148.02246090000003,71.62127686,34.21879196,172.9974213,17.32129669,1286.739136,25.49777985,11.13663864,666.3186035,6.438171387000001,7357,dirt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
194227,194227,194227,10673,173954,reg043_B,reg043,B,2,1206,2,22,43_B,601.555481,2561.455078,358.2226257,1221.698975,105.1668091,20.79395294,391.2174377,1282.765015,0.0,818.7108154,2.387993336,217.8804474,577.9923096,48.58369064,1.900677443,160.2323914,173.44502260000002,194.877243,0.05636983,71.47369385,0.127205834,617.8790283,187.0291595,0.750378788,1453.933228,597.3907471,2.105308771,83.38571929999999,451.3658752,310.3493958,314.3920898,0.0,777.4403076,192.3474884,1.352388501,39.69771576,2.205951691,18.51270676,2.584166765,1162.858276,0.102802604,167.4618835,1245.276733,337.43597410000007,4.653585911,4.680485249,11.47221851,194.0468597,0.106519692,2841,43,240,111,990,1111,9,12568,2281.931152,108.42775729999998,0.149196371,2214.431396,0.0,1796.7329100000002,32.29209137,11.68231201,2368.386963,5.333753586,2791,Tregs,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Immune-infiltrated stroma
